3/12/2001,405.34,406.07,398.68,401.52,102
4/12/2001,402.38,404.75,400.3,401.85,95
5/12/2001,405.24,405.93,403.48,404.15,94
6/12/2001,410.25,412.21,408.98,410.74,159
9/12/2001,409.05,418.06,408.84,417.62,104
10/12/2001,418.54,419.97,414.5,415.65,136
11/12/2001,416.24,420.69,415.21,420.21,198
12/12/2001,421.6,422.15,418.25,420.05,171
13/12/2001,417.25,418.25,410.1,411.71,150
16/12/2001,416.43,419.13,415.47,417,139
17/12/2001,416.12,417.7,413.34,413.6,136
18/12/2001,415.71,415.78,408.4,411.41,172
19/12/2001,414.63,416.01,408.63,409.69,125
20/12/2001,408.28,413.05,407.58,412.47,132
23/12/2001,427.76,436.44,426.5,435.52,401
24/12/2001,436.44,438.86,431.95,438.23,192
25/12/2001,437.12,447.22,436.86,445.39,330
26/12/2001,448.23,450.23,444.66,448.3,262
27/12/2001,451.53,456.73,449.78,456.46,916
30/12/2001,463.93,466.5,462.97,465.38,336
31/12/2001,463.51,466.83,455.09,459.26,393
1/1/2002,458.11,465.75,453.51,465.3,58
2/1/2002,471.41,479.68,469.29,477.67,356
3/1/2002,480.72,492.63,478.36,480.07,508
6/1/2002,483.51,485.44,476.77,483.72,363
7/1/2002,481.31,486.41,478.57,483.69,251
8/1/2002,479.18,481.96,471.89,474.98,232
9/1/2002,468.3,474.24,466.3,471.93,275
10/1/2002,467.54,468.53,464.61,465.08,212
13/01/2002,460.89,473.66,460.11,470.92,154
14/01/2002,473.65,474.38,465.64,470.69,206
15/01/2002,466.44,469.59,464.72,466.04,137
16/01/2002,461.77,463.42,456.78,459.08,141
17/01/2002,460.28,464.71,458.44,463.23,137
20/01/2002,457.41,458.8,454.65,455.8,93
21/01/2002,457.45,460.82,454.9,457.91,102
22/01/2002,458.39,464.27,455.95,460.99,107
23/01/2002,458.96,459.05,449.31,451.16,133
24/01/2002,449.37,456.29,449.37,455.59,915
27/01/2002,455.01,455.01,445.85,447.52,158
28/01/2002,446.27,450.02,443.57,445.38,159
29/01/2002,449.06,449.97,444.26,448.06,118
30/01/2002,444.06,449.09,442.26,445.99,166
31/01/2002,450.18,454.43,449.46,453.34,199
3/2/2002,457.52,463.64,457.36,462.45,187
4/2/2002,461.33,462.81,457.76,460.18,116
5/2/2002,454.5,457.86,453.08,454.69,87
6/2/2002,455.69,457.99,451.08,455.64,98
7/2/2002,450.41,450.41,444.92,447.82,140
10/2/2002,449.4,450.77,435.16,435.37,201
11/2/2002,436.71,439.84,430.55,432.96,264
12/2/2002,435.09,436.64,425.74,433.74,270
13/02/2002,436.4,440.02,430.12,438.95,153
14/02/2002,442.15,444.54,435.27,436.95,209
17/02/2002,427.24,428,421.17,422.75,218
18/02/2002,425.1,426.19,421.3,425.36,217
19/02/2002,420.01,420.03,415.62,416.41,290
20/02/2002,407.02,416.83,405.08,415.77,342
21/02/2002,417.3,418.68,413.86,415.97,629
24/02/2002,421.55,423.51,416.21,417.06,106
25/02/2002,420.02,420.88,415.81,419.83,141
27/02/2002,425.23,432.17,424.54,431.27,433
28/02/2002,430.65,434.11,424.58,426.46,260
3/3/2002,419.46,423.35,416.69,421.02,130
4/3/2002,424.17,427.05,422.85,425.82,168
5/3/2002,423.16,424.64,416.58,417.95,173
6/3/2002,415.52,417.22,408.81,409.67,241
7/3/2002,414.72,414.76,408.9,411.98,145
10/3/2002,412.91,417.48,410.7,416.46,173
11/3/2002,420.18,423.44,417.3,419,353
12/3/2002,416.82,419.48,410.9,411.8,206
13/03/2002,413.81,415.54,409.99,410.82,123
14/03/2002,413.5,418.57,412.95,417.62,137
17/03/2002,426.16,429.36,424.88,428.46,190
18/03/2002,430.86,436.44,429.89,434.26,334
19/03/2002,432.92,435.13,430.63,432.88,155
20/03/2002,431.79,434.42,430.09,431.18,135
21/03/2002,429.68,430.53,425.75,426.7,99
24/03/2002,429.2,430.31,422.26,423.29,139
25/03/2002,420.96,427.04,420.81,424.9,130
26/03/2002,418.77,423.7,418.62,419.19,511
31/03/2002,401.3,404.53,393.09,395.95,282
1/4/2002,392.85,394.21,385.99,390.23,233
4/4/2002,386.03,388.19,380.52,386.83,261
7/4/2002,396.12,398.7,394.93,397.95,159
8/4/2002,394.65,394.65,384.89,387.66,268
9/4/2002,392.7,392.92,382.22,384.59,248
10/4/2002,380.41,392.1,379.48,391.24,147
11/4/2002,394.81,396.72,390.67,392.71,130
14/04/2002,389.35,389.82,385.37,388.35,122
15/04/2002,391.04,391.88,387.11,389.16,141
18/04/2002,392.71,395.6,392.71,394.94,193
21/04/2002,400.55,405.63,399.98,404.74,203
22/04/2002,402.96,405.88,400.34,401.57,114
23/04/2002,400.37,402.86,396.72,397.68,123
24/04/2002,389.9,392.5,385.66,386.44,189
25/04/2002,388.21,389.67,379.31,383.95,466
28/04/2002,377.21,378.65,370.66,375.35,161
29/04/2002,379.93,382.4,375.71,382.08,142
30/04/2002,379.22,382.74,373.87,375.9,145
1/5/2002,379.72,382.96,376.7,380.44,136
2/5/2002,386.94,391.37,386.15,390.22,157
5/5/2002,396.72,397.82,389.13,390.49,180
6/5/2002,391.98,393.29,389.14,390.83,118
7/5/2002,387.79,394.82,385.31,393.4,160
8/5/2002,388.86,391.98,387.08,390.86,187
9/5/2002,391.86,392.5,381.68,382.62,157
12/5/2002,388.55,388.71,384.08,387.56,116
13/05/2002,389.4,389.42,384.19,385.83,103
14/05/2002,390.14,396.47,386.55,395.44,216
15/05/2002,398.02,398.62,392.94,393.64,173
19/05/2002,395.1,396.27,387.45,388,139
20/05/2002,388.31,389.43,385.5,387.11,181
21/05/2002,384.49,391.43,384.1,390.74,278
22/05/2002,392.35,393.95,388.54,390.47,166
23/05/2002,388.67,390.74,386.95,388.83,170
26/05/2002,387.73,388.67,384.84,386.33,150
27/05/2002,386.99,390.05,386.41,387.81,167
28/05/2002,388.36,391.45,385.96,386.9,217
29/05/2002,385.27,385.79,380.33,381.61,180
30/05/2002,384.78,386.43,380.09,381.48,445
2/6/2002,385.45,386.91,384.62,386.24,77
3/6/2002,387.36,391.2,385.78,390.8,187
4/6/2002,388.37,391.38,388.26,390.04,214
5/6/2002,387.85,388.75,385.59,388.52,128
6/6/2002,390.44,390.65,387.54,388.2,92
9/6/2002,384.11,384.11,381.44,383.78,97
10/6/2002,385.89,386.44,378.01,379.76,113
11/6/2002,377.97,378,371.05,373.45,153
12/6/2002,370.73,374.81,369.83,372.31,106
13/06/2002,372.62,374.07,370.1,372.37,99
16/06/2002,372.86,374.94,370.58,371.11,73
17/06/2002,371.31,371.57,367.06,368.62,131
18/06/2002,369.2,370.27,366.68,367.71,115
19/06/2002,365.16,365.58,361.46,362.95,186
20/06/2002,360.2,361.4,355.26,355.47,136
23/06/2002,352.52,352.52,342.36,348.11,175
24/06/2002,349.77,351.12,345.6,349.25,105
25/06/2002,354.95,363.8,354.87,362.98,188
26/06/2002,356.42,356.74,351.72,354.11,169
27/06/2002,358.25,366.98,358.02,365.52,435
30/06/2002,370.54,372.39,366.27,367.52,126
1/7/2002,366.69,369.59,363.96,366.08,133
2/7/2002,359.23,361.03,356.76,358.62,100
3/7/2002,358.19,360.16,353.14,356.08,95
4/7/2002,360.34,360.98,357.01,358.82,77
7/7/2002,366.51,366.81,363.95,364.99,107
8/7/2002,360.54,363.74,358.9,363.02,136
9/7/2002,362.63,370.02,362.13,368.11,124
10/7/2002,367.46,375.65,367.21,374.72,166
11/7/2002,369.71,373.75,367.04,368.03,288
14/07/2002,372.96,374.92,371.19,373.48,126
15/07/2002,373.97,381.09,373.97,377.29,198
16/07/2002,378.23,378.57,371.78,375.04,120
17/07/2002,374.8,386.5,371.67,385.84,238
21/07/2002,378.76,384.69,377.65,381.07,230
22/07/2002,383,386.77,380.78,384.69,224
23/07/2002,382.67,384.08,376.6,377.92,156
24/07/2002,373.75,374.48,362.73,363.94,174
25/07/2002,372.33,372.64,364.73,365.66,420
28/07/2002,367.73,372.4,367.72,371.8,99
29/07/2002,371.92,377.76,371.31,377.32,251
30/07/2002,381.97,382.45,374.52,376.06,204
31/07/2002,378.85,382.22,373.78,374.83,199
1/8/2002,377.45,377.67,370.17,371.75,200
4/8/2002,365.06,365.57,362.51,363.94,115
5/8/2002,363.39,363.39,360.06,361.58,132
6/8/2002,358.92,364.92,357.55,364.42,128
7/8/2002,368.03,369.35,365.91,367.84,134
8/8/2002,368.27,368.57,363,363.98,111
11/8/2002,363.95,365.4,361.32,364.26,56
12/8/2002,366.02,366.19,361.67,361.93,86
13/08/2002,363.85,364.28,359.69,361.38,94
14/08/2002,359.56,360.54,358.34,360.19,104
15/08/2002,363.07,363.42,361.35,362.63,72
18/08/2002,362.9,368.78,362.57,367.91,67
19/08/2002,371.29,376.94,371.29,375.27,139
20/08/2002,378.03,379.16,374.26,374.91,91
21/08/2002,372.77,379.93,372.06,378.79,135
22/08/2002,380.97,381.91,375.92,376.67,103
25/08/2002,376.32,379.24,374.12,377.66,66
26/08/2002,379.98,381.5,379.08,380.59,109
27/08/2002,380.63,382.43,378.09,382.05,115
28/08/2002,379.63,381.31,378.78,379.42,140
29/08/2002,375.53,376.3,373.54,373.97,480
1/9/2002,374.08,374.24,368.98,369.92,74
2/9/2002,370.03,370.55,366.94,369.36,82
3/9/2002,368.35,369.2,366.76,367.72,127
4/9/2002,365.44,368.95,364.01,367.81,73
5/9/2002,367.94,368.62,364.29,365.51,102
9/9/2002,366.86,367.89,365.05,367.41,106
10/9/2002,368.14,374.44,367.89,372.17,166
11/9/2002,372.27,374.38,370.55,373.82,81
12/9/2002,371.73,372.92,370.24,371.47,90
17/09/2002,376.3,378.68,374.77,375.88,176
18/09/2002,373.15,373.15,364.27,365.15,157
19/09/2002,365.52,365.83,359.38,361.18,135
22/09/2002,359.47,359.53,352.41,353.37,82
23/09/2002,354.65,356.7,352.66,355.31,80
24/09/2002,352.36,353.63,348.48,349.61,132
25/09/2002,344.17,350.67,340.52,349.4,141
26/09/2002,349.91,354.16,347.22,351.33,253
29/09/2002,348.89,349.69,343.27,345.71,115
30/09/2002,344.33,346.93,342.41,344.46,140
1/10/2002,341.85,348.12,340.05,347.47,136
2/10/2002,349.17,351.92,342.94,343.99,130
3/10/2002,340.52,341.26,337.93,339.84,108
6/10/2002,335.64,336.27,332.1,333.58,97
7/10/2002,329.9,336.88,329.35,334.88,112
8/10/2002,337.15,338.53,334.61,337.34,84
9/10/2002,336.44,336.44,333.73,334.96,59
